"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"LUPIN","EQ","23-Feb-2017","       1452.80","       1450.00","       1465.65","       1444.85","       1456.00","       1450.00","       1453.60","    1225360","          1781186243.90","      63270","     823214","         67.18"
"LUPIN","EQ","27-Feb-2017","       1450.00","       1452.10","       1469.00","       1450.30","       1460.05","       1464.10","       1463.34","     867741","          1269799597.95","      32999","     520302","         59.96"
"LUPIN","EQ","28-Feb-2017","       1464.10","       1466.95","       1478.00","       1461.25","       1473.00","       1474.10","       1472.43","    1456387","          2144427485.60","      35740","     899809","         61.78"
"LUPIN","EQ","01-Mar-2017","       1474.10","       1479.40","       1479.40","       1466.35","       1470.00","       1469.80","       1472.56","    1381676","          2034595593.65","      49218","    1049542","         75.96"
"LUPIN","EQ","02-Mar-2017","       1469.80","       1478.00","       1483.45","       1454.05","       1462.50","       1460.90","       1475.26","    1559024","          2299964760.05","      29094","    1179044","         75.63"
"LUPIN","EQ","03-Mar-2017","       1460.90","       1462.40","       1479.00","       1457.55","       1470.10","       1476.10","       1471.18","     465086","           684223037.40","      27453","     251343","         54.04"
"LUPIN","EQ","06-Mar-2017","       1476.10","       1474.95","       1482.45","       1470.00","       1470.00","       1477.25","       1477.64","     457610","           676180600.95","      40374","     287704","         62.87"
"LUPIN","EQ","07-Mar-2017","       1477.25","       1479.95","       1480.00","       1440.05","       1457.00","       1457.30","       1462.00","     966032","          1412339065.25","      31539","     537025","         55.59"
"LUPIN","EQ","08-Mar-2017","       1457.30","       1460.00","       1463.30","       1442.00","       1450.35","       1449.65","       1449.82","     766037","          1110618822.10","      33729","     457396","         59.71"
"LUPIN","EQ","09-Mar-2017","       1449.65","       1450.35","       1458.40","       1443.00","       1450.00","       1453.45","       1453.20","     703101","          1021747706.70","      20397","     524756","         74.63"
"LUPIN","EQ","10-Mar-2017","       1453.45","       1456.00","       1457.35","       1440.00","       1444.00","       1447.10","       1447.27","     369219","           534360448.75","      19478","     210502","         57.01"
"LUPIN","EQ","14-Mar-2017","       1447.10","       1463.00","       1463.05","       1440.00","       1442.65","       1446.95","       1448.10","     683469","           989732062.40","      30568","     437251","         63.98"
"LUPIN","EQ","15-Mar-2017","       1446.95","       1449.00","       1455.75","       1443.55","       1448.00","       1449.85","       1450.04","     413467","           599543737.50","      21902","     273269","         66.09"
"LUPIN","EQ","16-Mar-2017","       1449.85","       1452.95","       1459.30","       1450.00","       1451.00","       1455.40","       1455.21","    1092308","          1589539511.00","      30871","     918140","         84.06"
"LUPIN","EQ","17-Mar-2017","       1455.40","       1467.90","       1475.45","       1452.15","       1455.00","       1456.55","       1463.83","    1149979","          1683370039.95","      36262","     662087","         57.57"
"LUPIN","EQ","20-Mar-2017","       1456.55","       1467.00","       1469.00","       1457.60","       1464.10","       1464.70","       1464.64","     469478","           687617745.15","      22239","     294884","         62.81"
"LUPIN","EQ","21-Mar-2017","       1464.70","       1464.00","       1465.00","       1448.00","       1452.10","       1454.40","       1453.98","     481477","           700057710.35","      29035","     294850","         61.24"
"LUPIN","EQ","22-Mar-2017","       1454.40","       1450.05","       1475.00","       1443.00","       1472.90","       1468.15","       1459.47","     808660","          1180218045.00","      37502","     541358","         66.95"
"LUPIN","EQ","23-Mar-2017","       1468.15","       1479.00","       1495.35","       1466.55","       1485.00","       1490.25","       1483.46","     927873","          1376463743.65","      51736","     528079","         56.91"
"LUPIN","EQ","24-Mar-2017","       1490.25","       1494.90","       1498.00","       1475.00","       1475.00","       1487.80","       1488.96","     423331","           630323905.15","      19800","     218026","         51.50"
"LUPIN","EQ","27-Mar-2017","       1487.80","       1486.90","       1486.90","       1455.00","       1463.50","       1457.75","       1460.82","     714403","          1043613409.80","      23753","     509521","         71.32"
"LUPIN","EQ","28-Mar-2017","       1457.75","       1473.90","       1473.90","       1451.55","       1454.55","       1455.70","       1459.51","     337687","           492856503.95","      19644","     178050","         52.73"
"LUPIN","EQ","29-Mar-2017","       1455.70","       1460.80","       1463.40","       1447.50","       1453.80","       1454.35","       1454.75","     616204","           896424851.60","      23320","     345872","         56.13"
"LUPIN","EQ","30-Mar-2017","       1454.35","       1457.00","       1457.00","       1445.00","       1447.00","       1446.95","       1448.65","    1258490","          1823117634.75","      36445","     965675","         76.73"
"LUPIN","EQ","31-Mar-2017","       1446.95","       1453.00","       1455.00","       1441.05","       1441.50","       1445.20","       1448.34","     538488","           779914129.50","      25303","     333237","         61.88"
"LUPIN","EQ","03-Apr-2017","       1445.20","       1450.00","       1454.00","       1430.05","       1436.80","       1434.60","       1442.64","     968565","          1397292258.75","      23791","     700529","         72.33"
"LUPIN","EQ","05-Apr-2017","       1434.60","       1444.00","       1457.05","       1440.00","       1452.85","       1454.95","       1450.19","     614057","           890497012.15","      34181","     406823","         66.25"
"LUPIN","EQ","06-Apr-2017","       1454.95","       1457.00","       1457.00","       1439.35","       1447.00","       1448.40","       1445.16","     468167","           676574174.75","      29110","     292256","         62.43"
